chromosome	start	end	entrezid
2	63277192	63284971	5013
8	144120626	144141359	286122
10	123237848	123357972	2263
1	24069645	24088549	6924
2	228735770	228789060	164781
X	120087142	120090454	728096
X	120087142	120090454	728090
X	120087142	120090454	728062
X	120087142	120090454	728042
X	120087142	120090454	728036
X	120087142	120090454	653282
X	120087142	120090454	255313
15	31619058	31727868	51621
1	150480538	150486265	1893
12	119772517	119978852	160777
7	66767608	66786513	64940
7	136553416	136705002	1129
2	96914254	96931732	55654
1	206516200	206637783	23380
11	59939081	59952139	64231
16	89225554	89230653	283860
2	152973315	153032506	10254
3	50333833	50336852	24142
17	71228372	71245091	55028
12	86372516	87232681	25834
3	6811688	7783215	2917
17	20739760	20799453	339184
2	218664512	218867718	7145
X	120092019	120100198	728096
X	120092019	120100198	728090
X	120092019	120100198	728062
X	120092019	120100198	728042
X	120092019	120100198	728036
X	120092019	120100198	653282
X	120092019	120100198	255313
1	44412611	44433694	9670
HSCHR6_MHC_DBB	30558418	30576630	5514
15	31775329	32162992	161725
HSCHR6_MHC_APD	29845529	29850151	3105
16	810762	818865	10232
4	140187317	140201492	84709
19	43979106	44009087	653583
8	144239331	144242128	4062
7	2671585	2704436	80727
15	100511794	100882210	170691
7	141356528	141401953	57189
X	16857406	16888537	5931
8	39442008	39587583	8749
2	114384806	114400973	11159
1	24104895	24114722	57095
10	43881065	43904614	3185
8	92006024	92053292	55529
3	42623332	42636606	51188
7	76026835	76071388	7784
14	20794609	20794685	100113391
14	20811207	20811844	85495
5	13690440	13944652	1767
4	169784921	169931426	84869
22	29999545	30094587	4771
8	7170368	7177473	641517
17	37820440	37822808	8557
17	44107282	44302733	284058
11	46783939	46784049	692108
18	23713816	23773319	143471
21	37692487	37758446	23515
7	39605975	39649919	57002
7	149564786	149577699	401431
5	156768608	156772729	408263
4	110481361	110609874	55013
17	20902910	20947073	23326
17	18561742	18585575	729288
4	140188034	140223705	4717
17	37824234	37826728	5409
2	96676299	96689128	729234
6	15246527	15522252	3720
X	120092025	120095337	728096
X	120092025	120095337	728090
X	120092025	120095337	728062
X	120092025	120095337	728042
X	120092025	120095337	728036
X	120092025	120095337	653282
X	120092025	120095337	255313
20	5931298	5975852	84515
19	19101697	19144832	10147
11	66330934	66336312	8722
20	62526518	62567384	80331
X	120101746	120105058	728096
X	120101746	120105058	728090
X	120101746	120105058	728062
X	120101746	120105058	728042
X	120101746	120105058	728036
X	120101746	120105058	653282
X	120101746	120105058	255313
1	50883222	50889172	63950
2	26680071	26781566	9381
17	48585745	48608862	84073
HSCHR6_MHC_QBL	30514170	30521007	80742
12	131438452	131626014	283383
1	24117460	24122029	11313
8	144295068	144299044	338328
6	41514164	41570122	116113
11	799179	809753	55367
8	92082424	92099323	51633
3	42642106	42690227	4820
5	156822542	157002783	8728
HSCHR6_MHC_DBB	29384997	29408664	442194
2	27600098	27603657	130557
2	24425733	24583583	50618
7	143747461	143748473	393046
8	144328991	144344875	286128
7	143771275	143772288	392138
7	143792141	143793186	346525
2	30945637	31043408	92291
17	18601311	18639431	147166
7	99661656	99680171	7551
7	143806607	143807657	442361
5	80625824	80689998	134526
15	32322691	32464722	89832
15	32322691	32464722	1139
7	143826151	143827162	135941
9	18927656	19033251	158297
19	55682567	55691809	6861
15	57884231	58074960	145781
15	57884231	58074960	81488
7	143880559	143883146	100128553
3	50337320	50349812	3373
10	88963632	89102369	728190
1	50905150	51425935	11124
2	198318147	198340032	80219
7	143883176	143991230	445328
15	100940600	101085200	204219
1	206643791	206670223	9641
4	110609785	110624739	839
3	12938719	13114617	9922
X	120106606	120109918	728096
X	120106606	120109918	728090
X	120106606	120109918	728062
X	120106606	120109918	728042
X	120106606	120109918	728036
X	120106606	120109918	653282
X	120106606	120109918	255313
6	24357131	24358512	353219
7	143929004	143929936	346528
2	96874154	96908359	285033
4	170015407	170192256	57630
9	19049372	19051019	10670
7	143955700	143956815	401427
19	8387468	8408146	256949
3	8543393	8609805	29995
X	50653784	50659607	9210
HG7_PATCH	141618617	141619709	130075
16	90038994	90068569	172
X	51075083	51080377	170685
20	62571186	62587769	54963
17	36337711	36358166	729873
17	36337711	36358166	654341
17	36337711	36358166	414060
17	36337711	36358166	414059
8	7421320	7440175	441317
HG79_PATCH	136223749	136226961	26820
HG79_PATCH	136223749	136226961	26815
HG79_PATCH	136223749	136226961	26814
HG79_PATCH	136223749	136226961	6130
X	16964814	17171395	9185
10	126436718	126480439	399818
HSCHR6_MHC_DBB	29393220	29424782	26531
19	47906381	47922780	56917
13	35516424	36247159	26960
17	40713485	40718295	80347
9	130965658	131017527	1759
10	81838402	81852313	80195
17	73717408	73753899	3691
HG7_PATCH	141627157	141646807	23601
10	25270908	25305089	219670
5	36152091	36184421	6502
1	44435672	44439041	1802
11	66357640	66360554	55231
8	144329280	144358573	286128
21	37757676	37791313	8208
9	19053141	19103117	54801
3	132276986	132441303	27031
11	2150342	2170833	3481
6	24403153	24425810	57380
7	136912088	137028611	5764
HG7_PATCH	141672431	141673573	5726
19	56879468	56891197	147947
7	144015218	144016150	346528
2	97163383	97173846	93082
X	51232863	51239448	55190
16	68055179	68057770	55794
4	24791534	24802464	6649
22	19318221	19435224	7290
11	66360292	66373490	9973
8	144349603	144359101	2738
HSCHR6_MHC_DBB	29424892	29432039	26716
4	74296855	74321891	174
HSCHR6_MHC_COX	33082997	33090260	6257
16	834974	838397	113000
6	33267471	33282164	6892
14	20973696	20979328	338879
7	144052381	144077725	7984
6	46620678	46645930	9481
2	73455134	73460366	84279
6	41604620	41621984	4188
14	77801364	77843452	283578
11	110300607	110335605	2230
12	54849734	54867386	121355
10	28966271	28971868	25805
15	101099574	101143435	55180
4	24807739	24981826	91050
19	8428173	8439257	51129
6	31707725	31732622	4439
HSCHR6_MHC_QBL	30528662	30554466	23
2	181831975	181941312	10477
8	144371846	144380231	79943
Y	19989290	19992100	203611
X	51486481	51489324	23708
14	21024252	21029090	390443
11	64883875	64885170	741
3	8661086	8786726	51066
14	77843032	77857840	161394
6	52535907	52551386	28978
6	105404923	105531207	389421
14	64550950	64804830	2100
18	23805900	23971649	6875
12	88373816	88427814	160419
7	39663082	39747723	5898
1	51426417	51440305	1031
2	110371911	110376563	65124
1	206680879	206762616	83593
19	44010871	44031396	23474
2	198351305	198381461	3329
7	150725510	150744869	11194
14	77860364	77889860	122945
11	64888100	64889945	2197
15	66585555	66626236	115752
4	140222609	140341187	80155
HG7_PATCH	141951963	141957878	136541
21	37832919	37948867	23562
4	110631145	110651233	81579
5	111496223	111499973	114915
6	105544697	105585049	11149
6	52614897	52628367	2939
6	52614897	52628367	2938
19	55692616	55720874	5794
12	120031264	120079363	387890
10	134210672	134231367	170394
2	63348518	64054977	51057
2	103035149	103069025	8807
X	17393543	17754114	4810
1	51567906	51613752	284546
17	47572655	47592379	4804
7	2719156	2815134	155185
2	110550335	110615272	729540
2	110550335	110615272	727851
2	110550335	110615272	653489
2	110550335	110615272	285190
2	110550335	110615272	84220
2	96931870	96939087	9391
2	189598882	189654831	116093
11	64126620	64139687	8986
19	44029649	44040282	284346
HG414_PATCH	76813883	76814375	4975
1	51701943	51739127	26994
17	8023908	8027410	84667
7	39989636	40136733	8621
7	137065783	137531838	9162
5	132083137	132089856	645121
21	38071433	38122218	6493
11	110447766	110583912	57569
18	54264439	54318831	9352
7	99686577	99689823	10980
10	91190051	91316398	387700
19	8454865	8469318	9230
HSCHR6_MHC_APD	29963516	29969520	30834
15	101142739	101191910	140460
16	68118654	68263162	4775
8	92114060	92231464	100130742
3	113666748	113684248	254887
11	118938403	118952688	55823
17	61926652	61941739	146771
2	228844666	229046361	80309
12	112451120	112461255	10961
6	160542821	160579750	6580
2	27604061	27632554	5496
2	189839046	189877472	1281
16	21312170	21329912	400508
1	1017198	1051741	54991
1	206744620	206785904	1939
17	26800311	26824799	9058
15	58245622	58790065	8854
16	838046	850737	63922
19	44047192	44084625	7515
X	51546103	51645453	9500
10	46897592	46939143	439965
10	46897592	46939143	414241
HSCHR6_MHC_DBB	33010288	33026494	3113
17	37827375	37853050	93210
20	62588055	62680113	57473
X	77154935	77162870	1349
X	17755588	17773105	6322
HSCHR6_MHC_DBB	29454408	29455672	116511
17	73257755	73262454	51081
HG1032_PATCH	190861943	190884359	2483
1	44440159	44443967	533
3	13357737	13461809	23225
19	47931274	47975425	6543
12	104237527	104323989	253724
X	120111460	120119642	728096
X	120111460	120119642	728090
X	120111460	120119642	728062
X	120111460	120119642	728042
X	120111460	120119642	728036
X	120111460	120119642	653282
X	120111460	120119642	255313
16	21458004	21531765	100271836
16	21458004	21531765	81893
HG1032_PATCH	190945506	190948412	448831
6	36973422	36996846	221472
2	203739505	203879521	55759
2	103089762	103150431	389015
11	2153768	2182439	723961
17	61600695	61626338	81033
2	71291474	71306935	55577
X	120111466	120114778	728096
X	120111466	120114778	728090
X	120111466	120114778	728062
X	120111466	120114778	728042
X	120111466	120114778	728036
X	120111466	120114778	653282
X	120111466	120114778	255313
21	38123189	38362536	3141
HG1032_PATCH	190992387	190993946	728410
HG1032_PATCH	190992387	190993946	653544
HG1032_PATCH	190992387	190993946	653545
HG1032_PATCH	190992387	190993946	22947
11	60048014	60076445	51338
5	132086509	132142933	23176
HG1032_PATCH	190995680	190997180	728410
HG1032_PATCH	190995680	190997180	653544
HG1032_PATCH	190995680	190997180	653545
HG1032_PATCH	190995680	190997180	22947
Y	7142013	7249589	5616
11	64889252	64902004	84447
HG1032_PATCH	190998973	191000255	728410
HG1032_PATCH	190998973	191000255	653544
HG1032_PATCH	190998973	191000255	653545
HG1032_PATCH	190998973	191000255	22947
22	30116073	30127828	164633
20	62605466	62611361	140700
X	77166194	77305892	538
15	101417919	101456831	220
5	141323150	141349304	51294
6	105606155	105627870	64208
7	141408153	141431071	494551
HSCHR6_MHC_APD	29971320	29974944	6992
HG1032_PATCH	191005567	191007067	728410
HG1032_PATCH	191005567	191007067	653544
HG1032_PATCH	191005567	191007067	653545
HG1032_PATCH	191005567	191007067	22947
7	76090993	76135312	113878
18	24034874	24237365	284252
HG1032_PATCH	191008860	191010142	728410
HG1032_PATCH	191008860	191010142	653544
HG1032_PATCH	191008860	191010142	653545
HG1032_PATCH	191008860	191010142	22947
22	30126945	30163000	55954
HG1032_PATCH	191012160	191013719	728410
HG1032_PATCH	191012160	191013719	653544
HG1032_PATCH	191012160	191013719	653545
HG1032_PATCH	191012160	191013719	22947
6	160592093	160698670	6582
17	8043790	8059824	5187
9	19108373	19149288	123
16	29911696	29931185	253982
2	73460548	73480149	10574
HG1032_PATCH	191094929	191107097	728410
HG1032_PATCH	191094929	191107097	653544
HG1032_PATCH	191094929	191107097	653545
HG1032_PATCH	191094929	191107097	22947
14	34393437	34931980	112399
10	76859344	76941881	142891
Y	20137667	20140477	253175
Y	20137667	20140477	203611
Y	20137667	20140477	9085
6	105725440	105850959	5550
10	29577990	29607257	84569
22	30163358	30166402	29796
3	172607148	172859058	83893
18	54318574	54698828	23335
1	150521884	150533413	54507
11	2181009	2182571	3630
8	92221722	92410378	115111
7	141438121	141487722	6742
20	62612488	62664453	24148
HSCHR6_MHC_APD	29974877	29980498	80352
HSCHR6_MHC_SSTO	31965200	32001297	1589
3	8775486	8883492	859
20	5986736	6020699	54675
Y	20708557	20750849	159119
11	809647	812880	619565
11	809647	812880	6181
17	34581086	34808061	729877
21	38378450	38391959	53820
11	75111435	75111582	6079
11	75115465	75115610	114599
11	11984653	12031316	27122
11	60102304	60164069	245802
5	141337893	141369856	9604
1	51752930	51810788	22996
9	131018108	131038274	2801
14	101361107	101402336	79104
16	90106169	90114181	100130015
X	17818169	17879457	10742
12	68595131	68619601	55801
10	71331454	71332994	50674
8	144386554	144442149	116447
19	8478154	8503901	51257
19	55738007	55741647	255043
10	25305587	25315593	79896
HSCHR6_MHC_APD	30015058	30017715	11074
10	71390007	71393352	219738
Y	7567398	7569288	252948
21	38431470	38445470	51227
1	206808881	206857764	8444
4	25000469	25032501	55203
16	51679667	51681043	728643
7	107294421	107302596	286002
10	91342745	91405215	53354
17	71244588	71258491	642843
12	54891495	54937726	3071
7	144094333	144107320	135935
3	8792094	8811314	5021
X	18181051	18239024	139105
HG79_PATCH	136227290	136232211	6834
17	47653220	47661189	11248
17	72873428	72889708	283985
10	126490354	126525239	23172
10	25463991	25891155	57512
11	3848208	3862213	391
7	40165622	40174258	136647
11	60145955	60163424	58475
1	24122089	24127271	2582
5	80708840	81047616	23635
15	66628544	66679084	54962
6	10492456	10629601	2651
22	30184597	30234271	84164
HSCHR6_MHC_APD	30040743	30053350	135644
12	121675497	121736111	10645
14	101391161	101391229	767561
12	68642022	68647387	50616
16	848041	850733	51764
17	71279763	71308314	23580
14	77893018	77924295	63894
16	29916333	29938356	253980
3	136537489	136574734	80723
2	176040986	176049335	518
12	88427623	88443937	91298
5	112196919	112205485	6728
17	62223330	62223836	677842
15	58430368	58478110	366
3	42695176	42709072	92999
17	62223443	62223512	692227
17	21026677	21096578	25979
HSCHR6_MHC_COX	31483952	31485467	401250
Y	7672965	7678724	83867
11	66384053	66394818	10432
14	101393679	101393750	767562
2	229715242	230136001	55022
3	173114074	174004434	22871
16	855443	863861	388199
14	101402828	101402902	767564
11	121899063	121987031	399959
1	44444615	44456840	8704
HSCHR6_MHC_APD	30056560	30065548	10107
10	126630692	126676758	54764
X	18257434	18372847	10389
1	206858289	206907628	9261
3	8817088	9005457	56852
6	160769300	160876014	6581
11	3875757	4114439	6786
Y	20893326	20990548	159119
11	64323098	64340347	55867
HSCHR6_MHC_DBB	30889843	30890665	389376
X	80184999	80185846	7416
20	6021424	6034695	164312
10	88853918	88951225	54537
2	230222345	230579274	92737
7	32956427	32982788	441212
19	47978401	47987525	11133
HSCHR6_MHC_DBB	33021645	33032912	3115
HSCHR6_MHC_DBB	29523343	29600923	2550
14	21051051	21077954	122651
22	19338891	19435755	128977
12	110890289	110907073	51184
20	46130601	46285621	8202
19	55741148	55770363	22870
8	39601254	39695808	2515
10	7745232	7791483	3698
HSCHR6_MHC_DBB	30899496	30912715	135656
11	2185159	2193107	7054
20	62679076	62680994	54345
15	58702768	58861151	3990
18	24432002	24445782	361
17	47676246	47755596	8405
5	94727048	94786158	153643
16	903634	1031318	64788
3	141205889	141334184	5922
17	62745781	62778117	146880
7	141463897	141464997	50831
10	134257831	134262912	170393
7	40174575	40900362	79783
14	21051054	21078043	122651
6	25833294	25882514	10786
20	6055492	6104191	55612
11	66384097	66434153	5936
19	57352270	57359924	100073347
3	136581050	136668665	4690
3	113682984	113775460	57577
7	141478242	141479235	50832
4	170314426	170533780	4750
5	38938021	39074510	253260
17	72912176	72919351	124590
13	36047926	36050832	4081
5	156887027	156901725	348938
7	141490017	141491166	54429
6	52656462	52668708	2938
X	120181462	120183794	2747
22	19419425	19423598	64976
14	66953072	66965271	440184
3	50355221	50360337	8692
10	29746267	30025710	6840
6	15523032	15663289	84062
11	122888346	122889369	341056
HSCHR6_MHC_APD	30067805	30077295	89870
1	206940947	206945839	3586
17	66507921	66547460	5573
X	18443703	18671749	6792
HSCHR6_MHC_DBB	30575727	30584413	28973
7	2767746	2883958	2768
19	8509651	8553998	4670
3	158288952	158325041	4291
10	103544200	103578696	10724
2	27650657	27665126	29959
13	36345478	36705443	9201
9	19230433	19374139	55667
X	153607557	153609883	2010
17	36187925	36244363	284100
10	134351324	134596979	3632
20	62681189	62703700	6919
11	64889655	64894843	740
10	126676421	126849739	1488
6	160952515	161087407	4018
7	150709297	150721586	285973
14	21058352	21058982	493901
15	32907345	32932150	9824
14	21108855	21109850	341799
X	122318006	122624766	2892
6	75947391	75960039	1347
17	72920370	72930007	92736
6	35265595	35289548	50619
19	41098789	41135725	8425
7	141536086	141541287	136242
1	206972215	207016324	29949
14	21152259	21168761	6038
11	111126707	111157126	341032
15	42705021	42783321	64397
3	42727011	42734036	131377
7	144149034	144533488	27010
22	19437433	19466738	7353
15	58887403	59042177	102
12	107347807	107349275	90488
1	45805342	45809647	114034
19	19144384	19170563	93436
19	44088521	44100287	126298
19	38888821	38890521	399473
X	77223458	77225135	441531
11	111164114	111175770	399948
10	26223196	26501456	53904
10	89577685	89605369	142913
17	4172554	4269923	7326
X	18658030	18690229	6247
12	8071826	8088871	6515
7	72300004	72307909	155370
11	12115543	12285334	9645
12	50184929	50222533	57701
10	88985205	88996665	728118
11	111169565	111179460	120376
1	150547032	150552066	4170
1	207038699	207042568	50604
3	9022275	9404737	9901
1	1109264	1133315	254173
10	71561644	71724031	1305
7	72333321	72341076	441251
7	2945775	3083579	84433
HSCHR6_MHC_APD	30089025	30118001	7726
19	44100544	44105309	79177
11	64937625	64940715	387778
